age,annual_income,employment_length,loan_interest_rate,loan_percent_income,person_home_ownership,person_default_on_file,person_cred_history_length,loan_status
35,56472,5,14.420,0.200,RENT,N,7,0
28,78996,10,13.160,0.150,MORTGAGE,Y,5,0
27,79000,11,14.590,0.040,MORTGAGE,Y,10,0
27,73000,0,11.830,0.140,MORTGAGE,N,6,1
30,79000,3,9.630,0.080,MORTGAGE,N,8,0
27,79200,1,17.140,0.190,OWN,N,8,0
27,34928,1,16.000,0.330,RENT,N,5,1
28,80000,5,12.690,0.110,MORTGAGE,N,6,0
29,74000,13,11.710,0.160,RENT,N,10,0
32,65000,2,13.490,0.180,RENT,Y,8,0
29,80000,14,7.490,0.310,MORTGAGE,N,7,0
34,80000,4,10.990,0.140,MORTGAGE,N,6,0
34,30000,2,8.900,0.400,RENT,N,8,1
31,80000,4,13.800,0.200,MORTGAGE,N,9,0
28,80000,5,14.170,0.190,MORTGAGE,N,8,0
28,80000,0,11.110,0.080,MORTGAGE,N,7,0
33,80000,5,14.460,0.300,MORTGAGE,N,6,0
31,80000,4,9.990,0.150,MORTGAGE,N,6,0
29,80000,14,15.210,0.060,MORTGAGE,N,6,0
29,80000,2,6.760,0.060,MORTGAGE,N,10,0
27,80000,3,10.750,0.180,MORTGAGE,N,6,0
33,80000,1,7.880,0.070,MORTGAGE,N,10,0
29,80000,13,12.840,0.200,MORTGAGE,Y,7,0
28,80000,2,11.660,0.200,OWN,Y,7,0
33,80000,12,11.970,0.110,OWN,N,7,0
28,80000,1,13.240,0.250,MORTGAGE,N,8,0
29,80496,2,13.720,0.120,MORTGAGE,N,10,0
28,81000,11,6.170,0.070,MORTGAGE,N,10,0
29,37000,4,9.630,0.320,RENT,N,7,1
31,81000,15,9.630,0.090,MORTGAGE,N,8,0
28,81120,5,11.490,0.060,MORTGAGE,N,7,0
31,81600,0,13.570,0.050,MORTGAGE,N,7,0
29,75840,5,21.270,0.330,OWN,N,6,1
28,82000,3,16.290,0.300,MORTGAGE,N,5,0
35,82000,4,16.690,0.120,MORTGAGE,Y,9,0
31,82000,15,5.420,0.110,MORTGAGE,N,9,0
29,76000,13,16.080,0.260,MORTGAGE,Y,6,1
35,82008,7,6.620,0.090,MORTGAGE,N,7,0
31,82116,12,12.680,0.030,MORTGAGE,Y,9,0
30,60000,1,13.840,0.200,RENT,Y,7,0
31,60000,5,7.490,0.200,RENT,N,10,0
29,83000,13,8.900,0.090,MORTGAGE,N,6,0
33,83200,18,6.990,0.160,MORTGAGE,N,7,0
27,25000,0,15.620,0.120,RENT,N,5,1
31,84000,12,5.990,0.120,MORTGAGE,N,8,0
29,84000,9,7.660,0.070,MORTGAGE,N,9,0
30,84000,13,11.110,0.140,MORTGAGE,N,9,0
35,84000,4,6.760,0.110,OWN,N,6,0
29,84000,1,11.830,0.240,MORTGAGE,N,5,0
27,38000,11,7.680,0.110,OWN,N,9,0
28,70000,1,14.270,0.170,RENT,Y,6,0
30,71000,2,8.900,0.170,RENT,N,8,0
34,85000,2,15.990,0.180,MORTGAGE,Y,9,0
34,85000,6,11.490,0.280,MORTGAGE,N,7,0
30,85000,0,13.060,0.210,MORTGAGE,N,5,0
27,36000,4,15.620,0.080,RENT,N,7,1
33,85000,12,7.140,0.090,MORTGAGE,N,8,0
27,85000,6,11.360,0.060,MORTGAGE,N,9,0
31,73000,4,19.410,0.220,MORTGAGE,Y,6,1
29,85000,2,7.880,0.120,MORTGAGE,N,10,0
27,75000,6,10.990,0.160,RENT,N,10,0
31,85000,4,11.890,0.190,OTHER,N,10,0
32,85000,1,10.780,0.090,MORTGAGE,N,10,0
32,80000,3,6.620,0.150,RENT,N,10,0
27,86000,6,10.370,0.050,MORTGAGE,N,6,0
27,86004,8,14.420,0.190,MORTGAGE,N,6,0
29,86028,4,16.820,0.290,MORTGAGE,N,9,0
27,74700,7,11.490,0.070,MORTGAGE,N,6,1
32,86800,6,7.880,0.030,MORTGAGE,N,9,0
29,87000,4,10.990,0.170,MORTGAGE,N,5,0
32,86496,6,11.710,0.140,RENT,N,9,0
30,36000,14,13.490,0.110,OWN,N,10,0
31,87000,7,13.110,0.170,OWN,Y,8,0
30,75000,9,13.790,0.190,MORTGAGE,N,8,1
27,93000,11,8.900,0.130,RENT,N,8,0
27,88000,11,13.570,0.040,OWN,Y,8,0
28,76000,12,8.940,0.070,MORTGAGE,N,5,1
33,110000,3,10.650,0.110,RENT,N,5,0
30,110000,8,12.180,0.110,RENT,N,7,0
35,120000,4,10.990,0.100,RENT,N,7,0
32,113000,5,16.290,0.110,RENT,N,5,1
27,90000,4,12.420,0.220,MORTGAGE,N,10,0
28,90000,13,7.510,0.020,MORTGAGE,N,5,0
30,90000,2,11.710,0.080,MORTGAGE,N,10,0
28,140000,9,7.880,0.090,RENT,N,7,0
27,78000,2,17.270,0.450,MORTGAGE,Y,5,1
31,150000,0,10.740,0.080,RENT,N,9,0
28,170000,1,5.790,0.070,RENT,N,6,0
28,90000,12,14.790,0.060,MORTGAGE,Y,8,0
29,90000,14,11.110,0.170,MORTGAGE,N,9,0
34,108000,0,14.960,0.110,RENT,Y,7,1
31,90000,8,11.110,0.200,MORTGAGE,N,10,0
28,90000,5,15.280,0.220,OWN,Y,6,0
31,90000,13,11.490,0.130,MORTGAGE,N,7,0
28,78000,4,10.250,0.310,MORTGAGE,N,8,1
31,90000,3,13.480,0.130,MORTGAGE,N,10,0
27,35000,2,11.990,0.170,OWN,N,10,0
27,58800,6,12.690,0.050,RENT,N,10,1
28,90000,7,16.350,0.200,MORTGAGE,Y,5,0
33,90000,0,12.530,0.090,MORTGAGE,N,7,0
30,90000,0,12.870,0.060,MORTGAGE,Y,10,0
28,90000,12,13.920,0.130,MORTGAGE,N,6,0
28,78000,12,11.830,0.310,MORTGAGE,N,7,1
29,16800,9,14.840,0.160,RENT,Y,10,1
31,78000,1,14.260,0.260,MORTGAGE,Y,10,1
33,44000,3,12.180,0.060,RENT,N,7,1
32,90000,8,11.580,0.280,MORTGAGE,N,6,0
35,90000,9,12.530,0.220,MORTGAGE,N,5,0
29,78000,7,9.380,0.230,MORTGAGE,N,6,1
28,90700,11,6.910,0.220,MORTGAGE,N,8,0
28,90722,7,10.990,0.200,MORTGAGE,N,5,0
27,91000,2,5.990,0.030,MORTGAGE,N,8,0
29,91080,4,15.700,0.170,MORTGAGE,N,9,0
27,30996,1,14.740,0.080,RENT,N,5,1
33,79200,3,15.580,0.320,MORTGAGE,N,5,1
29,92000,4,6.030,0.150,MORTGAGE,N,8,0
31,66000,9,11.360,0.040,RENT,N,10,0
29,92000,8,6.620,0.130,MORTGAGE,N,6,0
31,92000,2,5.790,0.040,MORTGAGE,N,6,0
34,92000,14,11.110,0.170,MORTGAGE,N,7,0
27,34800,7,7.510,0.270,OWN,N,10,0
27,93000,11,5.420,0.080,MORTGAGE,N,8,0
30,93000,11,15.230,0.190,MORTGAGE,N,9,0
30,93132,10,5.990,0.030,MORTGAGE,N,6,0
27,93600,0,11.580,0.170,MORTGAGE,N,5,0
35,94000,2,7.490,0.110,MORTGAGE,N,9,0
33,94896,2,11.890,0.040,MORTGAGE,N,7,0
27,80000,8,18.670,0.160,RENT,Y,6,0
28,95000,12,6.030,0.040,MORTGAGE,N,7,0
31,95000,1,12.990,0.140,MORTGAGE,Y,8,0
30,95000,6,11.990,0.220,MORTGAGE,N,5,0
27,95000,9,10.990,0.260,MORTGAGE,N,5,0
33,95000,4,7.290,0.120,MORTGAGE,N,8,0
35,61211,13,6.540,0.210,RENT,N,9,0
27,64000,2,13.110,0.200,RENT,N,10,0
28,95000,4,9.620,0.260,OWN,N,8,0
35,95000,17,11.490,0.160,MORTGAGE,N,10,0
28,95000,0,7.510,0.050,MORTGAGE,N,5,0
32,95000,13,14.840,0.080,MORTGAGE,N,9,0
32,95000,16,7.880,0.090,MORTGAGE,N,9,0
31,95000,5,11.140,0.160,MORTGAGE,N,5,0
30,95000,6,8.940,0.130,MORTGAGE,N,5,0
28,96000,5,17.580,0.120,MORTGAGE,N,5,0
27,96000,12,19.030,0.130,MORTGAGE,Y,5,0
28,33000,1,15.310,0.230,OWN,Y,6,0
31,96000,15,14.090,0.080,MORTGAGE,Y,9,0
29,96000,5,9.880,0.130,MORTGAGE,N,5,0
31,84000,3,17.340,0.300,MORTGAGE,Y,5,1
33,97000,0,16.000,0.260,MORTGAGE,N,6,0
32,97000,6,12.180,0.060,MORTGAGE,N,9,0
28,97296,12,12.420,0.070,MORTGAGE,N,8,0
27,86000,4,13.430,0.230,MORTGAGE,N,5,1
29,98000,13,10.250,0.140,MORTGAGE,N,5,0
30,98000,2,7.140,0.050,MORTGAGE,N,5,0
29,32000,1,6.910,0.070,OWN,N,5,0
29,55000,0,11.580,0.250,RENT,N,6,0
30,59004,3,15.280,0.240,RENT,N,10,0
29,99000,1,10.250,0.060,MORTGAGE,N,5,0
29,99780,14,11.140,0.060,MORTGAGE,N,8,0
32,99996,16,7.140,0.070,MORTGAGE,N,9,0
27,56500,2,13.870,0.250,RENT,N,8,1
27,100000,1,6.030,0.120,MORTGAGE,N,6,0
27,31200,2,14.350,0.190,OWN,N,7,0
31,100000,11,6.990,0.080,MORTGAGE,N,7,0
31,100000,5,10.590,0.150,MORTGAGE,N,10,0
32,80000,4,5.420,0.170,RENT,N,9,0
29,100000,13,6.920,0.100,OWN,N,7,0
28,31000,0,7.400,0.030,OWN,N,8,0
28,100000,7,12.680,0.200,OWN,Y,6,0
31,100000,6,12.610,0.130,MORTGAGE,N,7,0
27,100000,1,6.170,0.200,MORTGAGE,N,7,0
34,100000,8,6.170,0.150,MORTGAGE,N,10,0
28,100000,13,7.880,0.120,MORTGAGE,N,8,0
29,100000,8,9.880,0.070,MORTGAGE,N,10,0
29,100000,2,14.610,0.200,MORTGAGE,Y,10,0
31,100000,0,9.630,0.150,MORTGAGE,N,7,0
33,34800,17,10.370,0.410,RENT,N,8,1
33,100000,1,10.390,0.250,MORTGAGE,N,8,0
34,30000,3,14.270,0.300,OWN,Y,8,0
27,100000,0,8.070,0.050,MORTGAGE,N,10,0
33,101000,8,7.490,0.050,MORTGAGE,N,7,0
29,101000,6,12.180,0.120,OWN,N,8,0
32,30000,10,6.990,0.600,OWN,N,5,0
35,101400,11,9.320,0.040,MORTGAGE,N,5,0
31,101416,9,12.870,0.150,MORTGAGE,Y,8,0
30,102000,8,15.620,0.150,MORTGAGE,Y,8,0
34,68000,5,8.590,0.210,RENT,N,5,0
27,102000,1,12.840,0.150,MORTGAGE,N,7,0
33,102368,6,11.140,0.110,MORTGAGE,N,8,0
28,73500,0,12.980,0.200,RENT,Y,6,0
27,102500,3,10.590,0.080,MORTGAGE,N,6,0
30,102540,6,7.900,0.010,MORTGAGE,N,5,0
29,104000,6,7.660,0.170,MORTGAGE,N,7,0
28,100000,10,13.850,0.140,RENT,N,9,0
27,104525,11,7.400,0.060,MORTGAGE,N,8,0
33,105000,4,9.910,0.250,MORTGAGE,N,9,0
34,105000,2,5.420,0.050,MORTGAGE,N,7,0
31,30000,2,10.750,0.100,OWN,N,7,0
29,105000,13,7.880,0.110,MORTGAGE,N,7,0
30,105000,14,11.360,0.150,OWN,N,10,0
30,105000,14,10.250,0.120,MORTGAGE,N,9,0
33,105000,12,7.740,0.070,MORTGAGE,N,10,0
29,105000,11,14.420,0.140,MORTGAGE,Y,5,0
27,106000,11,11.710,0.040,MORTGAGE,N,6,0
34,106000,6,7.290,0.070,MORTGAGE,N,8,0
32,106000,12,5.790,0.110,MORTGAGE,N,8,0
31,106000,15,9.630,0.020,MORTGAGE,N,6,0
27,106000,5,13.800,0.230,MORTGAGE,N,10,0
31,30000,1,10.000,0.500,RENT,N,6,1
31,30000,0,12.530,0.170,OWN,Y,6,0
28,107364,12,6.760,0.070,MORTGAGE,N,9,0
30,108000,14,10.990,0.050,MORTGAGE,N,5,0
33,108000,17,9.990,0.110,MORTGAGE,N,7,0
29,108000,0,10.590,0.190,MORTGAGE,Y,7,0
34,109000,14,13.610,0.140,OWN,Y,7,0
32,109488,16,12.090,0.110,MORTGAGE,N,8,0
27,110000,11,6.030,0.030,MORTGAGE,N,5,0
28,110000,0,10.650,0.050,MORTGAGE,N,8,0
30,98000,6,10.590,0.360,MORTGAGE,N,8,1
29,98000,2,10.590,0.080,MORTGAGE,N,9,1
27,28800,0,6.920,0.450,OWN,N,10,0
32,110000,16,6.920,0.060,MORTGAGE,N,7,0
28,110000,8,6.540,0.140,MORTGAGE,N,6,0
28,110000,12,11.490,0.030,MORTGAGE,N,10,0
28,110000,7,11.860,0.100,MORTGAGE,N,9,0
34,50000,5,11.480,0.040,RENT,N,5,0
35,110000,3,8.590,0.090,MORTGAGE,N,6,0
31,110000,0,14.260,0.050,MORTGAGE,N,10,0
28,110244,3,12.170,0.160,MORTGAGE,N,10,0
31,111000,3,6.620,0.050,MORTGAGE,N,6,0
28,112000,9,11.120,0.130,MORTGAGE,N,7,0
27,112500,4,15.620,0.090,MORTGAGE,Y,6,0
27,112921,11,16.350,0.170,MORTGAGE,N,10,0
28,27600,2,8.900,0.220,OWN,N,8,0
27,36000,11,16.770,0.420,RENT,N,9,1
32,113000,0,15.680,0.130,MORTGAGE,Y,5,0
34,113500,4,6.390,0.030,OWN,N,8,0
34,102000,0,13.490,0.070,MORTGAGE,N,5,1
28,114000,13,8.490,0.230,MORTGAGE,N,5,0
28,115000,11,7.510,0.040,MORTGAGE,N,8,0
32,115000,0,7.900,0.060,MORTGAGE,N,10,0
28,115000,3,7.490,0.220,MORTGAGE,N,6,0
28,103000,12,14.170,0.190,MORTGAGE,Y,9,1
35,115000,4,13.850,0.060,MORTGAGE,Y,10,0
28,115000,6,8.000,0.090,MORTGAGE,N,8,0
33,117000,17,6.170,0.170,MORTGAGE,N,6,0
31,117000,5,6.910,0.030,MORTGAGE,N,5,0
27,117832,4,6.170,0.110,MORTGAGE,N,7,0
34,26000,7,12.420,0.230,OWN,N,8,0
29,119500,6,13.160,0.060,MORTGAGE,Y,10,0
30,119700,2,8.940,0.080,MORTGAGE,N,10,0
28,26000,3,7.490,0.100,OWN,N,8,0
29,120000,2,10.650,0.060,MORTGAGE,N,6,0
27,120000,0,6.620,0.080,MORTGAGE,N,10,0
30,120000,8,11.490,0.030,MORTGAGE,N,8,0
30,120000,3,10.990,0.130,MORTGAGE,N,6,0
34,50000,0,12.720,0.300,RENT,Y,9,0
27,120000,11,10.740,0.150,MORTGAGE,N,6,0
32,120000,16,10.750,0.050,MORTGAGE,N,10,0
27,120000,5,15.950,0.210,MORTGAGE,N,9,0
28,120000,12,7.740,0.050,MORTGAGE,N,5,0
27,33000,11,16.890,0.050,RENT,Y,5,1
31,25000,4,11.830,0.120,OWN,N,5,0
32,120000,16,12.170,0.050,MORTGAGE,N,8,0
33,120999,7,13.610,0.130,MORTGAGE,Y,5,0
27,121000,3,6.910,0.140,MORTGAGE,N,8,0
30,122000,11,5.420,0.090,MORTGAGE,N,9,0
31,122000,3,9.380,0.050,MORTGAGE,N,9,0
32,122004,13,8.590,0.080,MORTGAGE,N,9,0
30,111000,2,19.040,0.110,MORTGAGE,N,8,1
29,124000,11,5.420,0.020,MORTGAGE,N,7,0
34,124000,3,7.510,0.100,MORTGAGE,N,5,0
31,24000,0,11.860,0.060,RENT,N,10,1
33,125000,8,6.990,0.090,MORTGAGE,N,9,0
30,125000,14,13.800,0.200,MORTGAGE,N,6,0
29,125000,0,5.790,0.080,MORTGAGE,N,10,0
29,125000,0,14.350,0.080,MORTGAGE,Y,9,0
29,125000,6,12.870,0.050,MORTGAGE,Y,9,0
29,125000,2,13.470,0.070,MORTGAGE,Y,5,0
29,113000,5,13.160,0.220,MORTGAGE,N,9,1
28,126000,2,11.710,0.100,MORTGAGE,N,7,0
33,126000,17,5.420,0.080,MORTGAGE,N,7,0
29,126000,0,6.910,0.090,MORTGAGE,N,7,0
30,114000,14,6.540,0.130,MORTGAGE,N,6,1
29,126000,11,7.880,0.120,MORTGAGE,N,8,0
30,54000,9,14.270,0.280,RENT,Y,8,1
33,116000,2,12.990,0.040,MORTGAGE,N,5,1
27,116000,4,13.360,0.220,MORTGAGE,Y,7,1
35,60000,18,13.430,0.250,RENT,N,5,0
34,54000,2,14.110,0.280,RENT,Y,7,1
28,61000,12,13.990,0.250,RENT,N,7,0
27,130000,5,5.790,0.120,MORTGAGE,N,7,0
35,130000,15,13.980,0.050,MORTGAGE,Y,5,0
34,130000,5,17.560,0.040,MORTGAGE,N,7,0
27,130000,1,10.620,0.160,MORTGAGE,N,7,0
30,130000,1,12.840,0.070,MORTGAGE,Y,5,0
28,130000,2,13.550,0.090,MORTGAGE,Y,8,0
28,65000,13,7.510,0.230,RENT,N,6,0
27,120000,0,12.610,0.080,MORTGAGE,N,6,1
32,132000,16,10.990,0.190,MORTGAGE,N,7,0
35,133000,3,16.770,0.110,MORTGAGE,N,7,0
34,121000,8,14.590,0.100,MORTGAGE,Y,8,1
29,135000,0,14.610,0.130,MORTGAGE,N,8,0
27,123000,1,14.070,0.180,OWN,Y,6,1
28,135996,12,8.590,0.090,MORTGAGE,N,6,0
28,124886,12,11.990,0.040,MORTGAGE,N,9,1
29,138000,3,13.240,0.050,MORTGAGE,Y,8,0
28,139913,7,8.940,0.040,MORTGAGE,N,6,0
28,140000,4,14.650,0.130,MORTGAGE,Y,7,0
28,140000,11,11.490,0.040,MORTGAGE,N,9,0
34,128000,14,8.490,0.100,MORTGAGE,N,5,1
31,140000,2,10.000,0.080,MORTGAGE,N,8,0
28,140000,4,15.950,0.180,MORTGAGE,N,10,0
32,140000,5,11.120,0.140,MORTGAGE,N,9,0
33,140000,2,6.760,0.040,MORTGAGE,N,6,0
27,140000,0,13.570,0.040,MORTGAGE,N,5,0
28,141000,4,7.140,0.060,MORTGAGE,N,8,0
33,69000,3,10.620,0.220,RENT,N,7,1
29,143000,2,6.170,0.120,MORTGAGE,N,9,0
30,143500,0,11.890,0.140,MORTGAGE,N,8,0
27,75127,11,10.640,0.200,RENT,N,6,0
28,76000,2,12.730,0.200,RENT,Y,9,0
30,145000,3,7.900,0.070,MORTGAGE,N,6,0
27,147884,4,11.490,0.030,MORTGAGE,N,5,0
29,83500,1,13.430,0.180,RENT,Y,10,0
28,84000,3,11.860,0.180,RENT,N,9,0
34,138000,18,19.910,0.020,MORTGAGE,Y,7,1
29,78996,0,15.700,0.190,RENT,Y,7,1
35,150000,16,7.900,0.070,MORTGAGE,N,9,0
35,73000,0,15.570,0.210,RENT,N,8,1
30,138000,13,10.990,0.070,MORTGAGE,N,10,1
29,87000,1,10.590,0.170,RENT,N,6,0
32,75000,6,8.880,0.200,RENT,N,9,1
33,138000,18,21.270,0.180,MORTGAGE,Y,10,1
28,150000,12,6.760,0.060,OWN,N,8,0
29,150000,9,10.620,0.080,MORTGAGE,N,9,0
29,150000,0,14.220,0.070,MORTGAGE,N,9,0
28,150000,5,7.880,0.100,MORTGAGE,N,6,0
30,90000,10,14.960,0.170,RENT,N,6,0
28,150000,12,11.890,0.100,MORTGAGE,N,9,0
28,150000,11,9.630,0.100,MORTGAGE,N,9,0
30,150000,2,11.860,0.080,MORTGAGE,Y,8,0
30,151800,14,12.720,0.120,MORTGAGE,Y,7,0
35,153660,3,7.900,0.160,MORTGAGE,N,10,0
28,143000,5,16.490,0.060,MORTGAGE,Y,7,1
31,155000,5,5.420,0.050,MORTGAGE,N,5,0
27,156000,11,6.540,0.030,MORTGAGE,N,8,0
30,158000,6,12.420,0.130,MORTGAGE,N,8,0
29,159996,1,11.860,0.060,OWN,N,7,0
27,148000,1,12.990,0.190,MORTGAGE,Y,6,1
34,160000,1,6.910,0.140,MORTGAGE,N,10,0
33,153000,1,14.740,0.150,MORTGAGE,Y,9,1
27,80000,5,7.490,0.200,RENT,N,8,0
29,74000,3,13.110,0.220,RENT,Y,5,1
29,74000,0,13.790,0.220,RENT,Y,8,1
33,170000,15,14.260,0.120,OWN,N,5,0
27,90000,11,8.880,0.180,RENT,N,9,0
27,175000,11,7.510,0.070,MORTGAGE,N,7,0
28,176000,12,10.250,0.140,MORTGAGE,N,6,0
33,178650,5,6.990,0.110,MORTGAGE,N,6,0
34,182500,6,12.840,0.080,MORTGAGE,Y,9,0
28,107000,4,13.490,0.150,RENT,N,6,0
30,189000,5,16.350,0.080,MORTGAGE,N,8,0
28,199000,12,9.320,0.050,MORTGAGE,N,10,0
31,200000,4,10.990,0.120,OWN,N,5,0
33,200000,5,9.760,0.130,MORTGAGE,N,9,0
31,201000,3,11.120,0.070,MORTGAGE,N,9,0
27,170000,0,5.790,0.090,RENT,N,8,0
29,300000,1,11.580,0.050,RENT,N,8,0
32,220000,13,20.300,0.150,MORTGAGE,N,9,0
27,228000,12,7.140,0.030,MORTGAGE,N,6,0
35,234600,1,15.050,0.030,MORTGAGE,Y,6,0
30,223800,15,11.830,0.110,MORTGAGE,N,9,1
32,237000,14,9.200,0.090,MORTGAGE,N,9,0
27,90000,4,6.990,0.210,RENT,N,8,0
30,300000,14,10.590,0.120,OWN,N,10,0
34,357000,3,18.640,0.040,MORTGAGE,Y,9,0
31,371000,0,7.740,0.020,MORTGAGE,N,9,0
33,410000,3,10.370,0.090,MORTGAGE,N,5,0
35,415000,2,16.450,0.040,MORTGAGE,Y,10,0
30,522000,11,7.430,0.000,MORTGAGE,N,9,0
33,71000,17,16.070,0.280,RENT,Y,6,1
28,8000,1,11.120,0.590,RENT,N,5,1
29,6000,0,8.590,0.540,RENT,N,9,1
34,120000,0,15.830,0.210,MORTGAGE,Y,8,0
28,62000,0,7.900,0.240,RENT,N,10,0
28,72000,9,11.890,0.250,MORTGAGE,N,8,0
27,39000,11,18.790,0.130,MORTGAGE,Y,10,1
32,75000,3,7.290,0.130,RENT,N,7,0
27,52000,0,10.370,0.100,RENT,N,7,0
29,120000,10,7.140,0.040,MORTGAGE,N,9,0
29,52000,6,15.650,0.230,MORTGAGE,Y,9,0
33,60000,1,16.070,0.280,MORTGAGE,N,9,0
30,72000,7,14.170,0.130,MORTGAGE,N,9,0
29,84000,1,11.830,0.240,MORTGAGE,N,6,0
27,85500,1,15.990,0.130,RENT,Y,5,1
28,60000,4,6.540,0.170,RENT,N,9,0
29,52000,6,10.360,0.150,MORTGAGE,N,9,0
27,39996,1,12.530,0.200,OWN,N,5,0
33,140000,6,7.510,0.090,MORTGAGE,N,9,0
27,50000,3,9.880,0.300,MORTGAGE,N,5,0
28,77250,1,9.200,0.130,RENT,N,8,0
27,110000,4,8.070,0.020,MORTGAGE,N,10,0
27,49200,4,5.420,0.050,MORTGAGE,N,10,0
30,101500,2,12.180,0.180,RENT,N,10,0
35,30720,4,7.490,0.200,MORTGAGE,N,6,0
34,28000,1,9.990,0.110,OWN,N,5,0
27,92300,6,17.930,0.190,MORTGAGE,N,5,0
29,75000,6,10.740,0.090,RENT,N,5,0
30,105000,4,15.650,0.230,RENT,N,7,0
31,55000,9,7.490,0.150,MORTGAGE,N,9,0
27,31200,0,18.090,0.450,OWN,Y,9,0
29,40000,13,11.860,0.630,MORTGAGE,N,6,0
29,75000,3,7.510,0.160,OWN,N,8,0
27,104000,8,7.290,0.120,RENT,N,5,0
34,47300,3,7.880,0.250,MORTGAGE,N,10,0
32,44500,3,7.510,0.340,OWN,N,5,0
33,62000,3,6.390,0.060,MORTGAGE,N,6,0
31,78996,5,7.510,0.080,RENT,N,8,1
29,71000,1,13.160,0.170,RENT,Y,5,0
32,90000,11,13.220,0.220,RENT,Y,10,0
33,61000,0,10.390,0.100,RENT,N,9,0
33,68736,8,16.290,0.020,RENT,N,9,0
28,103992,3,10.990,0.170,MORTGAGE,N,10,0
28,73992,2,9.960,0.270,RENT,N,9,0
27,170000,3,12.420,0.070,RENT,N,10,0
28,209000,4,14.840,0.070,OWN,N,8,0
28,30000,4,6.760,0.100,MORTGAGE,N,9,0
29,60000,2,7.510,0.230,RENT,N,5,0
30,38000,0,11.580,0.160,OWN,N,8,0
33,50000,7,9.990,0.200,MORTGAGE,N,7,0
30,96000,14,5.420,0.060,MORTGAGE,N,6,0
29,62400,3,6.620,0.130,RENT,N,9,0
28,115000,0,6.540,0.020,RENT,N,7,0
29,95000,4,13.720,0.030,MORTGAGE,N,8,0
30,105000,14,11.360,0.150,OWN,N,8,0
30,49000,7,12.180,0.170,OWN,N,10,0
27,19498,3,6.620,0.490,RENT,N,5,1
28,68000,7,11.710,0.040,MORTGAGE,N,8,0
34,90000,5,10.620,0.270,MORTGAGE,N,6,0
27,40000,4,14.720,0.200,MORTGAGE,N,7,0
28,50500,3,12.530,0.100,RENT,N,8,0
27,100000,1,6.030,0.120,MORTGAGE,N,7,0
27,48000,2,6.030,0.080,RENT,N,6,1
34,97356,12,13.220,0.210,RENT,Y,7,0
30,265000,3,14.960,0.090,MORTGAGE,Y,7,0
34,126000,2,11.490,0.080,MORTGAGE,N,10,0
30,57000,6,8.000,0.070,MORTGAGE,N,8,0
32,227500,3,12.530,0.110,RENT,N,10,0
35,60000,0,13.980,0.070,RENT,Y,7,0
28,126000,2,11.710,0.100,MORTGAGE,N,8,0
29,260000,0,10.370,0.080,MORTGAGE,N,6,0
30,66888,6,12.230,0.220,MORTGAGE,Y,9,0
34,80300,3,12.730,0.190,MORTGAGE,Y,10,0
30,55000,1,10.990,0.120,MORTGAGE,N,7,0
31,151000,1,11.970,0.140,MORTGAGE,N,8,0
27,65000,11,7.490,0.120,MORTGAGE,N,9,0
32,140000,3,10.380,0.040,MORTGAGE,N,10,0
32,84456,5,9.880,0.120,RENT,N,7,0
33,143004,17,6.990,0.070,MORTGAGE,N,7,0
30,28000,5,11.990,0.230,OWN,N,8,0
30,57996,2,12.980,0.140,RENT,N,7,0
31,351699,7,15.700,0.030,RENT,N,9,0
28,140000,0,6.030,0.050,RENT,N,6,0
27,50000,5,10.370,0.240,RENT,N,6,0
28,90080,9,7.490,0.060,MORTGAGE,N,6,0
27,31200,1,12.530,0.390,MORTGAGE,N,8,0
33,135000,0,6.910,0.050,OWN,N,7,0
29,55400,2,10.280,0.130,RENT,Y,6,0
30,54000,2,15.130,0.090,RENT,N,7,1
33,50000,1,7.510,0.180,RENT,N,9,0
34,48989,10,7.140,0.050,OWN,N,7,0
29,30000,3,5.790,0.200,MORTGAGE,N,6,0
31,54000,12,8.490,0.280,MORTGAGE,N,5,1
31,69000,12,5.990,0.230,RENT,N,9,0
30,96000,8,10.620,0.180,MORTGAGE,N,10,0
29,118374,13,13.490,0.030,MORTGAGE,N,5,0
30,50000,3,5.990,0.100,OWN,N,10,0
31,42000,0,9.990,0.170,OWN,N,8,0
31,77000,4,14.650,0.130,MORTGAGE,N,6,0
35,53500,3,9.910,0.190,MORTGAGE,N,9,0
35,32900,4,13.230,0.150,RENT,Y,8,1
29,92000,8,6.620,0.130,MORTGAGE,N,8,0
35,123000,2,17.190,0.200,RENT,N,6,1
34,51621,5,11.490,0.070,MORTGAGE,N,7,0
31,51500,6,14.830,0.370,RENT,N,10,1
31,99000,15,14.260,0.120,RENT,N,10,0
32,54000,2,9.990,0.130,MORTGAGE,N,6,1
29,150000,9,16.320,0.100,RENT,Y,5,0
28,65000,2,13.980,0.110,RENT,Y,5,0
31,100000,0,9.630,0.150,MORTGAGE,N,5,0
30,48996,1,15.450,0.200,RENT,N,8,1
31,78000,1,14.260,0.260,MORTGAGE,N,9,1
27,58000,5,9.320,0.100,RENT,N,6,0
32,65000,3,6.030,0.060,RENT,N,8,0
33,21000,1,11.830,0.370,OWN,N,7,0
30,140000,2,16.350,0.110,MORTGAGE,N,5,0
34,32000,12,6.170,0.070,MORTGAGE,N,10,0
28,42000,4,10.750,0.240,MORTGAGE,N,6,0
29,16800,9,14.840,0.160,RENT,Y,6,1
28,54000,2,15.310,0.220,RENT,N,6,1
